,nom_jugad,num_pos,equipo,liga,edad,apariciones_totales,min_jugados,tirosXp,pasesXp,regatesXp,faltadoXp,fuerajuegoXp,robadoXp,malcontroXp,goles_esperados,xGDiff,xG/90,total_disparos,xG/Shots,rating
1244,Ilkay Gündogan,5,Man City,Ing,34,10,627,1.1,1.5,0.7,0.8,0.0,0.6,1.1,1.25,-1.25,0.18,11,0.11,6.62
2275,Mickey van der Hart,0,SC Heerenveen,Ned,30,8,720,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.38
1988,Makan Aiko,10,Fortuna Sittard,Ned,23,11,699,1.4,0.5,0.7,0.6,0.4,0.9,2.4,3.51,-2.51,0.45,15,0.23,6.29
293,Arijanet Muric,0,Ipswich,Ing,26,10,900,0.0,0.0,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0,0.0,6.62
564,Clément Grenier,5,Mallorca,Esp,33,5,57,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.5,0.5,0.8,1,0.5,6.23
565,Clément Lenglet,2,Barcelona,Esp,29,21,818,0.1,0.1,0.0,0.2,0.0,0.1,0.2,0.16,-0.16,0.02,2,0.08,6.3
1856,Lloyd Kelly,2,Newcastle,Ing,26,7,208,0.1,0.1,0.3,0.6,0.1,0.3,0.4,0.11,-0.11,0.05,1,0.11,6.27
1175,Helibelton Palacios,2,Elche,Esp,31,26,1932,0.0,0.3,1.0,1.2,0.0,0.4,0.6,0.06,-0.06,0.0,1,0.06,6.69
2205,Mattias Svanberg,5,Wolfsburg,Ger,25,5,381,1.6,0.4,0.8,1.6,0.0,1.0,1.0,1.2,-0.2,0.28,8,0.15,6.66
377,Benedict Hollerbach,10,Union Berlin,Ger,23,10,715,1.5,0.7,1.0,1.7,0.6,3.4,2.9,1.82,0.18,0.23,15,0.12,6.53
1117,Gori,5,Espanyol,Esp,22,1,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.99
3470,Óliver Torres,5,Sevilla,Esp,30,26,1008,0.5,0.5,0.6,0.7,0.1,0.8,0.7,0.71,1.29,0.06,14,0.05,6.45
2700,Quinten Timber,5,Feyenoord,Ned,23,12,942,1.8,1.1,1.7,1.6,0.0,0.9,1.8,1.51,2.49,0.14,22,0.07,7.09
704,Dejan Kulusevski,10,Tottenham,Ing,24,11,860,1.5,2.7,1.1,1.3,0.1,2.5,2.0,1.89,0.11,0.2,17,0.11,6.93
2129,Marvin Peersman,2,FC Groningen,Ned,33,10,825,0.2,0.2,0.3,1.6,0.0,0.2,0.9,0.17,-0.17,0.02,2,0.09,6.83
1774,Kosta Nedeljkovic,2,Aston Villa,Ing,18,3,93,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0,0.0,6.32
3028,Sikou Niakaté,2,Braga,Por,25,8,720,0.5,0.3,0.0,0.9,0.0,0.1,0.6,0.73,0.27,0.09,4,0.18,6.69
2839,Rodrigo Guth,2,Fortuna Sittard,Ned,24,11,946,0.7,0.4,0.1,0.2,0.0,0.4,0.5,0.92,0.08,0.09,8,0.12,6.83
1582,João Costa,10,Santa Clara,Por,24,8,121,0.5,0.0,0.1,0.1,0.0,0.0,0.6,1.05,-0.05,0.78,4,0.26,6.21
3363,Yann Sommer,0,Inter,Ita,35,12,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.71
1327,James Bree,5,Southampton,Ing,26,1,13,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,6.23
184,Amine Salama,10,Reims,Fra,24,9,199,0.7,0.2,0.8,0.1,0.2,0.4,1.8,0.38,-0.38,0.17,6,0.06,6.16
2926,Samu Omorodion,10,Porto,Por,20,8,568,2.4,0.6,0.3,1.0,0.3,1.0,1.9,4.21,3.79,0.67,19,0.22,7.46
1847,Lewis Holtby,5,Holstein Kiel,Ger,34,7,502,0.4,1.3,0.1,1.3,0.0,0.7,0.7,0.1,-0.1,0.02,3,0.03,6.4
927,Federico Valverde,5,Real Madrid,Esp,26,31,1832,1.1,0.8,1.0,0.3,0.2,0.3,0.8,1.0,-1.0,0.05,34,0.03,6.76
1013,Fábio Vieira,10,Porto,Por,24,5,261,0.8,0.6,0.0,0.6,0.0,0.4,1.0,0.29,-0.29,0.1,4,0.07,6.61
922,Federico Cassa,5,Atalanta,Ita,18,2,12,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.18
3254,Valentin Rongier,5,Marseille,Fra,29,6,172,0.2,0.0,0.3,0.3,0.0,0.5,0.7,0.25,-0.25,0.13,1,0.25,6.41
3294,Vladan Kovacevic,0,Sporting,Por,26,4,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.8
3326,Will Hughes,5,Crystal Palace,Ing,29,9,458,0.6,1.0,0.0,0.7,0.0,0.7,0.8,0.26,-0.26,0.05,5,0.05,6.31
1507,Jordan Ferri,5,Montpellier,Fra,32,8,587,0.5,0.8,0.0,1.5,0.0,1.5,0.3,0.07,-0.07,0.01,4,0.02,6.27
2603,Patrick Joosten,10,Willem II,Ned,28,2,20,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0,0.0,6.08
236,Andy Robertson,5,Liverpool,Ing,30,10,760,0.3,1.2,0.2,0.3,0.0,0.3,0.6,0.45,-0.45,0.05,3,0.15,6.68
395,Berat Djimsiti,2,Atalanta,Ita,31,11,924,0.5,0.3,0.1,0.8,0.0,0.0,0.3,0.58,-0.58,0.06,5,0.12,6.85
2120,Martín Calderón,5,Cadiz,Esp,25,6,111,0.3,0.2,0.2,0.2,0.0,0.0,0.2,0.04,-0.04,0.03,2,0.02,6.22
2226,Maxence Lacroix,2,Crystal Palace,Ing,24,8,720,0.5,0.4,0.8,0.4,0.1,0.3,0.9,0.27,-0.27,0.03,4,0.07,6.78
2657,Pere Pons,5,Deportivo Alaves,Esp,31,27,1376,0.6,0.4,0.1,0.6,0.1,0.4,1.3,2.03,-1.03,0.13,15,0.14,6.16
2478,Nikolai Hopland,2,SC Heerenveen,Ned,20,8,637,1.0,0.0,0.3,0.6,0.0,0.1,0.1,1.09,-0.09,0.15,8,0.14,6.59
2624,Paulo Oliveira,2,Braga,Por,32,5,441,1.0,0.0,0.2,0.2,0.0,0.2,0.6,1.02,-1.02,0.21,5,0.2,6.9
378,Benedikt Gimber,5,FC Heidenheim,Ger,27,10,875,0.3,0.1,0.1,1.4,0.0,0.2,1.0,0.11,-0.11,0.01,3,0.04,6.83
2453,Nicolás Tagliafico,5,Lyon,Fra,32,5,450,1.8,0.4,0.0,1.2,0.2,0.2,0.6,0.75,0.26,0.15,9,0.08,7.3
1681,Kaj de Rooij,10,PEC Zwolle,Ned,23,9,163,0.2,0.2,0.0,0.7,0.0,0.2,0.6,0.15,0.85,0.08,2,0.08,6.27
2201,Mattia Perin,0,Juventus,Ita,32,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.93
532,Chris Richards,5,Crystal Palace,Ing,24,4,345,0.3,0.0,0.0,0.3,0.3,0.0,0.0,0.15,-0.15,0.04,1,0.15,6.4
3137,Thomas Beelen,2,Feyenoord,Ned,23,10,670,0.4,0.2,0.3,0.5,0.2,0.1,0.5,0.24,0.76,0.03,4,0.06,6.75
2765,Ricardinho,5,Santa Clara,Por,26,11,332,0.9,0.3,0.6,0.4,0.1,0.5,0.5,2.55,0.45,0.69,10,0.26,6.47
540,Christian Kouamé,10,Fiorentina,Ita,26,11,494,0.6,0.8,0.3,1.0,0.2,1.0,1.1,0.78,-0.78,0.14,7,0.11,6.53
2695,Przemyslaw Frankowski,5,Lens,Fra,29,9,588,0.8,0.9,0.2,0.4,0.1,0.8,0.7,1.75,1.25,0.27,7,0.25,6.72
226,André Silva,10,RBL,Ger,29,2,41,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.12,-0.12,0.27,2,0.06,6.47
996,Franco Israel,0,Sporting,Por,24,7,630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.77
3072,Steve Mandanda,0,Rennes,Fra,39,11,946,0.0,0.2,0.2,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0,0.0,6.41
703,Deiver Machado,5,Lens,Fra,31,8,428,0.6,0.8,0.8,0.4,0.3,0.8,0.5,0.17,-0.17,0.04,5,0.03,6.5
244,Anrie Chase,2,Stuttgart,Ger,20,8,499,0.6,0.0,0.3,0.1,0.0,0.1,0.1,0.19,-0.19,0.03,5,0.04,6.54
393,Benoît Badiashile,2,Chelsea,Ing,23,1,37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.72
3120,Teun Gijselhart,5,PEC Zwolle,Ned,19,1,22,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,6.31
297,Armando Obispo,2,PSV Eindhoven,Ned,25,4,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.35
2310,Milan Badelj,5,Genoa,Ita,35,10,678,0.5,0.8,0.4,0.9,0.0,0.5,0.9,0.51,-0.51,0.07,5,0.1,6.51
3364,Yannick Carrasco,10,Atletico,Esp,31,34,2594,1.5,1.6,2.6,1.1,0.4,1.5,2.3,6.06,-0.06,0.21,50,0.12,7.08
819,Eljif Elmas,10,RBL,Ger,25,2,42,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.32,-0.32,0.68,2,0.16,6.3
1168,Harry Wilson,5,Fulham,Ing,27,7,73,0.6,0.0,0.0,0.4,0.0,0.0,0.9,0.55,2.45,0.68,4,0.14,6.41
3411,Yusuf Demir,10,Barcelona,Esp,21,6,191,0.2,0.0,0.8,0.7,0.0,0.8,1.3,0.12,-0.11,0.05,1,0.12,6.2
441,Brian Brobbey,10,Ajax,Ned,22,10,454,1.7,0.7,0.3,1.6,0.2,0.8,1.3,4.74,-4.74,0.94,17,0.28,6.33
2678,Pierluigi Gollini,0,Genoa,Ita,29,7,630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.34
1135,Guillermo Ochoa,0,AVS Futebol SAD,Por,39,7,630,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.41
2720,Ramy Bensebaini,5,Borussia Dortmund,Ger,29,9,445,0.9,0.4,0.1,0.7,0.0,0.3,0.2,0.35,0.65,0.07,8,0.04,6.45
3458,Ángel Correa,10,Atletico,Esp,29,36,1860,1.4,0.7,0.9,0.8,0.3,1.3,2.0,6.92,5.08,0.33,50,0.14,6.67
2133,Marvin Young,2,Sparta Rotterdam,Ned,19,5,310,0.2,0.4,0.0,0.2,0.0,0.4,0.2,0.06,-0.06,0.02,1,0.06,6.42
3065,Stefan Schimmer,10,FC Heidenheim,Ger,30,4,80,1.3,0.3,0.0,0.0,0.0,0.0,0.3,0.99,-0.99,1.11,5,0.2,5.91
1316,Jaka Bijol,10,Udinese,Ita,25,12,1080,0.7,0.5,0.0,0.1,0.1,0.1,0.7,0.3,-0.3,0.03,8,0.04,6.59
7,Abakar Sylla,2,Strasbourg,Fra,21,10,586,0.5,0.0,0.2,0.4,0.0,0.3,0.3,0.53,0.47,0.08,5,0.11,6.39
903,Fabián Ruiz,5,PSG,Fra,28,10,511,1.3,1.1,0.2,0.3,0.1,0.4,1.1,1.41,-0.41,0.25,13,0.11,6.71
1475,John Yeboah,5,Venezia,Ita,24,8,179,0.5,0.1,0.6,0.5,0.1,0.3,0.9,0.26,-0.26,0.13,4,0.06,6.21
1329,James Justin,5,Leicester,Ing,26,10,893,0.8,0.4,0.2,1.7,0.0,0.5,0.7,0.5,1.5,0.05,8,0.06,6.89
449,Bruno Brígido,0,Estrela da Amadora,Por,33,11,946,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0,0.0,6.26
1341,Jan Bednarek,2,Southampton,Ing,28,11,981,0.1,0.3,0.2,0.5,0.0,0.0,0.1,0.02,-0.02,0.0,1,0.02,6.43
2047,Marco Asensio,10,Real Madrid,Esp,28,31,1729,2.1,1.0,0.9,0.6,0.1,0.8,0.6,7.32,2.68,0.38,64,0.11,6.89
1415,Jeremy Sarmiento,5,Brighton,Ing,22,1,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,6.12
2481,Nino Galovic,2,Arouca,Por,32,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.15
215,András Schäfer,5,Union Berlin,Ger,25,9,443,0.3,0.1,0.6,0.9,0.0,0.4,0.6,0.12,-0.12,0.02,3,0.04,6.45
1181,Hernani,5,Parma Calcio 1913,Ita,30,7,410,0.9,1.7,0.1,1.3,0.1,1.1,0.9,0.93,0.07,0.2,6,0.15,6.43
1783,Kyan Vaesen,10,Willem II,Ned,23,12,979,1.4,0.5,0.3,0.8,0.8,1.3,3.1,4.44,-0.44,0.41,17,0.26,6.76
304,Arne Maier,5,Augsburg,Ger,25,8,290,1.0,1.5,0.0,0.4,0.0,0.0,0.9,0.63,-0.63,0.2,8,0.08,6.38
248,Ante Budimir,10,Osasuna,Esp,33,28,1741,1.6,0.4,0.4,1.1,0.6,1.0,2.2,9.33,-1.33,0.48,45,0.21,6.76
860,Enzo Millot,5,Stuttgart,Ger,22,10,692,1.9,1.2,1.6,1.0,0.2,1.8,2.5,4.72,-1.72,0.61,19,0.25,6.79
1178,Henrikh Mkhitaryan,10,Inter,Ita,35,12,957,0.8,0.6,0.1,0.3,0.3,0.8,0.8,1.28,-0.28,0.12,9,0.14,6.66
108,Alessandro Buongiorno,2,Napoli,Ita,25,11,990,0.5,0.4,0.0,1.1,0.1,0.4,0.4,0.62,0.38,0.06,6,0.1,7.31
1670,Jérémie Boga,10,Nice,Fra,27,8,540,1.9,1.8,2.0,0.9,0.5,1.3,0.8,1.67,-1.67,0.28,15,0.11,6.8
3003,Sergio Agüero,10,Barcelona,Esp,36,4,151,1.5,0.3,0.3,0.5,0.3,0.3,1.0,1.06,-0.06,0.63,6,0.18,6.3
1705,Keinan Davis,10,Udinese,Ita,26,12,510,1.1,0.9,0.7,0.8,0.3,0.8,1.9,1.59,-0.59,0.28,13,0.12,6.44
937,Fernando Calero,5,Espanyol,Esp,29,16,1092,0.1,0.1,0.3,0.4,0.0,0.1,0.5,0.08,-0.08,0.01,1,0.08,6.41
1366,Jasper Dahlhaus,2,Fortuna Sittard,Ned,22,10,615,0.6,0.6,0.5,0.5,0.0,0.9,2.0,0.3,-0.3,0.04,6,0.05,6.43
1610,João Pinto,10,Gil Vicente,Por,22,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0
3328,Willi Orbán,2,RBL,Ger,32,8,715,0.8,0.3,0.3,0.9,0.0,0.3,0.6,1.33,0.67,0.17,6,0.22,7.64
3022,Shunsuke Mito,5,Sparta Rotterdam,Ned,22,10,256,0.9,0.1,0.4,0.3,0.0,0.6,0.8,1.0,0.0,0.35,9,0.11,6.25
3301,Víctor Laguardia,2,Deportivo Alaves,Esp,35,34,3044,0.4,0.1,0.0,0.2,0.1,0.1,0.3,2.5,0.5,0.07,13,0.19,6.5
1693,Karl-Johan Johnsson,0,Strasbourg,Fra,34,3,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.93
116,Alessio Romagnoli,2,Lazio,Ita,29,9,744,0.3,0.2,0.0,0.3,0.0,0.0,0.0,0.67,-0.67,0.08,3,0.22,6.59
2599,Patrick Cutrone,10,Como,Ita,26,12,943,2.7,0.7,0.5,0.6,0.9,1.1,2.5,3.91,0.09,0.37,32,0.12,6.69
1273,Issiar Dramé,2,Estrela da Amadora,Por,25,5,250,0.2,0.0,0.4,0.6,0.0,0.2,0.4,0.04,-0.04,0.02,1,0.04,6.11
2291,Mika Godts,5,Ajax,Ned,19,11,649,1.6,0.8,2.0,0.8,0.4,1.5,1.5,2.41,-0.41,0.33,18,0.13,6.83
2769,Ricardo Horta,10,Braga,Por,30,11,905,1.7,2.0,0.0,0.9,0.2,0.4,1.0,2.82,0.18,0.28,19,0.15,6.87
3310,Walid Cheddira,10,Napoli,Ita,26,1,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.97
1417,Jeroen Houwen,0,RKC Waalwijk,Ned,28,9,810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.5
2917,Sam Amo-Ameyaw,10,Southampton,Ing,18,1,9,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.04,-0.04,0.38,1,0.04,6.15
2870,Ruben Providence,10,Almere City FC,Ned,23,6,105,0.2,0.0,0.0,0.3,0.0,0.7,0.5,0.03,-0.03,0.03,1,0.03,5.94
802,Edoardo Goldaniga,2,Como,Ita,31,9,494,0.1,0.0,0.1,0.7,0.0,0.1,0.1,0.06,-0.06,0.01,1,0.06,6.19
243,Anouar El Azzouzi,2,PEC Zwolle,Ned,23,12,1055,0.8,0.5,0.5,0.9,0.0,0.8,1.1,1.35,-1.35,0.12,10,0.14,6.74
1746,Kike Hermoso,2,Real Betis,Esp,25,1,90,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14,0.86,0.14,2,0.07,7.77
1010,Frédéric Guilbert,5,Lecce,Ita,29,8,576,0.4,0.5,0.5,1.0,0.0,0.3,0.6,0.11,-0.11,0.02,3,0.04,6.63
1626,Juan Miranda,2,Real Betis,Esp,24,13,782,0.5,0.5,0.3,1.0,0.0,0.1,0.7,0.16,-0.16,0.02,6,0.03,6.76
2682,Pierre Kalulu,2,Juventus,Ita,24,9,717,0.1,0.2,0.0,0.7,0.0,0.0,0.4,0.06,-0.06,0.01,1,0.06,6.58
1870,Lorenzo Montipò,0,Verona,Ita,28,11,990,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.16
1943,Lukas Kübler,5,Freiburg,Ger,32,10,799,0.9,0.3,0.0,0.9,0.0,0.2,0.6,1.41,0.59,0.16,9,0.16,6.88
1123,Guglielmo Vicario,0,Tottenham,Ing,28,11,990,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.76
2950,Sandro Ramírez,10,Getafe,Esp,29,29,1477,1.7,0.4,0.4,1.6,0.4,0.6,1.8,2.67,0.33,0.16,50,0.05,6.31
2443,Nicolas Jackson,10,Villarreal,Esp,23,9,158,0.6,0.3,0.4,0.6,0.1,0.7,1.0,0.83,-0.83,0.47,5,0.17,6.26
1295,Iñigo Pérez,5,Osasuna,Esp,36,10,337,0.4,0.8,0.0,0.3,0.0,0.3,0.0,0.18,0.82,0.05,4,0.04,6.22
3307,Wagner Pina,5,Estoril,Por,22,11,779,0.7,0.4,1.1,1.2,0.3,1.2,2.4,1.55,0.45,0.18,8,0.19,6.71
2216,Matús Bero,10,Bochum,Ger,29,8,654,0.6,1.3,0.3,1.6,0.0,0.9,1.5,0.53,1.47,0.07,5,0.11,6.35
2174,Matias Fernandez-Pardo,10,Lille,Fra,19,6,187,0.3,0.5,1.0,1.0,0.0,0.7,0.5,0.11,0.89,0.06,2,0.06,6.67
1571,José María Giménez,2,Atletico,Esp,29,24,2047,0.8,0.2,0.3,0.9,0.1,0.0,0.4,2.11,-1.11,0.09,20,0.11,6.82
1139,Gustavo Garcia,5,Nacional,Por,22,10,900,0.4,1.3,1.0,1.1,0.0,0.5,0.8,0.25,-0.25,0.02,4,0.06,7.07
2022,Manuel Akanji,5,Man City,Ing,29,9,782,0.6,0.7,0.1,0.4,0.0,0.3,0.3,0.14,-0.14,0.02,5,0.03,6.66
499,Carlos Ponck,2,Moreirense,Por,29,6,348,0.2,0.3,0.3,0.2,0.0,0.2,0.5,0.05,-0.05,0.01,1,0.05,6.86
2851,Roger Martí,10,Levante,Esp,33,29,2124,1.7,0.8,0.5,1.0,0.4,0.8,2.0,8.06,-1.06,0.34,49,0.16,6.53
1849,Liam Henderson,5,Empoli,Ita,28,12,790,0.3,1.2,0.3,0.5,0.0,0.3,0.6,0.08,-0.08,0.01,3,0.03,6.52
3178,Timon Weiner,0,Holstein Kiel,Ger,25,10,900,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.28
1562,José Fontán,2,Celta Vigo,Esp,24,9,274,0.1,0.2,0.1,0.0,0.0,0.1,0.0,0.16,-0.16,0.05,1,0.16,6.15
3038,Simone Perilli,0,Verona,Ita,29,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.68
1185,Hidde Jurjus,0,FC Groningen,Ned,30,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.2
1951,Lutsharel Geertruida,5,RBL,Ger,24,7,549,0.4,0.4,0.6,0.6,0.0,0.4,0.7,0.86,0.14,0.14,3,0.29,6.8
1974,Maarten Vandevoordt,0,RBL,Ger,22,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.12
229,Andrés Guardado,5,Real Betis,Esp,38,28,1394,0.5,0.4,0.2,0.6,0.0,0.1,0.5,0.83,-0.83,0.05,15,0.06,6.4
12,Abdoul Ouattara,5,Strasbourg,Fra,19,2,20,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,6.3
3371,Yassine Bounou,0,Sevilla,Esp,33,31,2790,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.76
456,Bruno Onyemaechi,5,Boavista,Por,25,11,936,0.5,0.7,0.5,0.8,0.0,0.9,1.4,0.82,0.18,0.08,6,0.14,6.56
2241,Maximiliano Araújo,5,Sporting,Por,24,7,331,0.9,1.9,1.4,0.6,0.0,0.6,0.7,0.47,0.53,0.13,6,0.08,6.96
1171,Harvey Elliott,5,Liverpool,Ing,21,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.06
2687,Pietro Comuzzo,2,Fiorentina,Ita,19,10,859,0.1,0.1,0.0,0.5,0.0,0.1,0.3,0.01,0.0,0.0,1,0.01,6.89
1611,João Rêgo,5,Benfica,Por,19,1,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,6.05
799,Edimilson Fernandes,5,Brest,Fra,28,3,202,0.7,0.3,0.3,0.7,0.0,0.3,1.0,0.08,-0.08,0.04,2,0.04,6.23
3082,Stijn van Gassel,0,NEC Nijmegen,Ned,28,2,180,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.74
2759,Renan Lodi,5,Atletico,Esp,26,29,1181,0.3,0.4,0.6,0.7,0.1,0.4,0.8,0.75,1.25,0.06,10,0.08,6.47
1694,Karol Fila,2,Strasbourg,Fra,26,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.89
1748,Kiki,5,AVS Futebol SAD,Por,29,11,849,0.8,0.9,0.4,0.5,0.1,0.6,1.0,0.27,0.73,0.03,9,0.03,6.62
2497,Nuno Moreira,5,Casa Pia AC,Por,25,10,737,2.0,0.9,1.1,1.4,0.1,1.2,2.0,1.94,0.06,0.24,20,0.1,6.91
1971,Léo Scienza,5,FC Heidenheim,Ger,26,9,599,2.9,1.8,2.1,3.4,0.3,0.8,2.7,1.8,0.2,0.27,26,0.07,7.19
551,Christopher Wooh,2,Rennes,Fra,23,10,856,0.4,0.0,0.3,0.5,0.0,0.2,0.5,0.38,-0.38,0.04,4,0.09,6.7
697,Dayot Upamecano,2,Bayern,Ger,26,10,892,0.6,0.4,0.1,0.7,0.0,0.2,0.4,1.04,-0.04,0.11,6,0.17,7.28
642,Danilo,5,Nottingham Forest,Ing,23,1,15,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.09,-0.09,0.03,1,0.09,6.3
3015,Serhou Guirassy,10,Borussia Dortmund,Ger,28,8,702,3.0,0.6,0.3,2.1,0.1,1.3,2.3,6.76,-0.76,0.87,24,0.28,7.31
1285,Iván Chapela,10,Cadiz,Esp,25,9,400,0.3,0.2,0.3,1.0,0.1,0.3,0.9,0.08,-0.08,0.02,3,0.03,6.15
2109,Martim Fernandes,2,Porto,Por,18,9,613,0.3,1.4,1.3,0.3,0.1,1.3,1.1,0.47,-0.47,0.07,3,0.16,7.14
950,Filipe Soares,10,Farense,Por,25,5,205,0.6,0.0,0.2,0.8,0.0,0.8,0.4,0.07,-0.07,0.03,3,0.02,6.04
3221,Toti Gomes,2,Wolves,Ing,25,9,739,0.1,0.2,0.6,0.4,0.3,0.7,1.1,0.01,-0.01,0.0,1,0.01,6.36
561,Clinton Mata,5,Lyon,Fra,32,8,637,0.4,0.6,0.8,1.1,0.0,0.3,0.9,0.08,-0.08,0.01,3,0.03,6.59
1450,Joe Aribo,10,Southampton,Ing,28,10,603,0.9,0.3,0.7,1.0,0.0,0.7,0.9,1.55,-0.55,0.23,9,0.17,6.44
2068,Marcos Mauro,2,Cadiz,Esp,33,3,136,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.12
616,Dani García,2,Athletic Club,Esp,34,32,2194,0.4,0.3,0.1,0.7,0.0,0.3,0.2,0.56,-0.56,0.02,12,0.05,6.43
3397,Youssouf Fofana,2,AC Milan,Ita,25,10,795,0.9,0.3,0.4,0.7,0.0,0.3,0.8,0.27,0.73,0.03,9,0.03,6.61
3177,Timo Werner,10,Tottenham,Ing,28,8,266,0.9,0.3,0.8,0.3,0.1,0.6,1.0,0.93,-0.93,0.31,7,0.13,6.3
1709,Kenan Yildiz,10,Juventus,Ita,19,12,838,1.7,1.1,1.6,0.9,0.1,1.0,2.4,1.98,1.02,0.21,20,0.1,7.14
2318,Milos Veljkovic,5,Werder Bremen,Ger,29,3,225,0.3,0.7,0.0,0.3,0.0,0.0,0.3,0.07,-0.07,0.03,1,0.07,6.56
925,Federico Gatti,2,Juventus,Ita,26,10,800,0.6,0.2,0.4,1.1,0.0,0.1,0.4,0.69,-0.69,0.08,6,0.12,6.99
3447,Álex Sola,5,Real Sociedad,Esp,25,2,39,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.11,-0.11,0.24,1,0.11,6.43
1753,Kiliann Sildillia,5,Freiburg,Ger,22,3,27,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0,0.0,6.01
138,Alexandre Penetra,2,AZ Alkmaar,Ned,23,11,975,0.5,0.0,0.2,1.0,0.0,0.0,0.3,0.29,-0.29,0.03,5,0.06,6.76
1433,Jhon Lucumí,2,Bologna,Ita,26,8,574,0.4,0.4,0.0,0.1,0.0,0.4,0.4,0.11,-0.11,0.02,3,0.04,6.4
3155,Tiago Gabriel,2,Estrela da Amadora,Por,19,5,441,0.4,0.2,0.2,0.8,0.0,0.2,0.8,0.21,-0.21,0.04,2,0.11,6.54
237,Ange-Yoan Bonny,10,Parma Calcio 1913,Ita,21,12,846,2.3,1.2,0.5,1.5,0.4,2.2,2.0,4.73,-0.73,0.5,27,0.18,6.81
881,Esteban Saveljich,2,Rayo Vallecano,Esp,33,21,1708,0.4,0.0,0.0,0.1,0.1,0.1,0.1,0.57,-0.57,0.03,9,0.06,6.53
3375,Yehor Yarmoliuk,5,Brentford,Ing,20,7,141,0.4,0.1,0.3,0.0,0.0,0.7,0.7,0.26,-0.26,0.16,3,0.09,6.22
